Élément statistique;1er niveau de détail;Temps;Unité de mesure;Valeur numérique;Note
Produit intérieur brut réel aux prix de base. désaisonnalisé ;Commerce de gros;nov-20;M$ enchaînés de 2012;20974.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;Commerce de gros;déc-20;M$ enchaînés de 2012;20739.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;Commerce de gros;janv-21;M$ enchaînés de 2012;21313.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;Commerce de gros;févr-21;M$ enchaînés de 2012;20662.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;Commerce de gros;mars-21;M$ enchaînés de 2012;22535.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;Commerce de gros;avr-21;M$ enchaînés de 2012;22783.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;Commerce de gros;mai-21;M$ enchaînés de 2012;22432.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;Commerce de gros;juin-21;M$ enchaînés de 2012;22322.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;Commerce de gros;juil-21;M$ enchaînés de 2012;20865.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;Commerce de gros;août-21;M$ enchaînés de 2012;21710.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;Commerce de gros;sept-21;M$ enchaînés de 2012;21267.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;Commerce de gros;oct-21;M$ enchaînés de 2012;21644.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;Commerce de gros;nov-21;M$ enchaînés de 2012;22492.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);janv-17;M$ enchaînés de 2012;194.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);févr-17;M$ enchaînés de 2012;193.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);mars-17;M$ enchaînés de 2012;186.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);avr-17;M$ enchaînés de 2012;190.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);mai-17;M$ enchaînés de 2012;185.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);juin-17;M$ enchaînés de 2012;182.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);juil-17;M$ enchaînés de 2012;178.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);août-17;M$ enchaînés de 2012;180.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);sept-17;M$ enchaînés de 2012;177.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);oct-17;M$ enchaînés de 2012;188.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);nov-17;M$ enchaînés de 2012;179.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);déc-17;M$ enchaînés de 2012;166.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);janv-18;M$ enchaînés de 2012;172;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);févr-18;M$ enchaînés de 2012;143.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);mars-18;M$ enchaînés de 2012;199.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);avr-18;M$ enchaînés de 2012;193.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);mai-18;M$ enchaînés de 2012;212;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);juin-18;M$ enchaînés de 2012;173.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);juil-18;M$ enchaînés de 2012;189.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);août-18;M$ enchaînés de 2012;202.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);sept-18;M$ enchaînés de 2012;186.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);oct-18;M$ enchaînés de 2012;182.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);nov-18;M$ enchaînés de 2012;192;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);déc-18;M$ enchaînés de 2012;201.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);janv-19;M$ enchaînés de 2012;200.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);févr-19;M$ enchaînés de 2012;177.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);mars-19;M$ enchaînés de 2012;202.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);avr-19;M$ enchaînés de 2012;213.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);mai-19;M$ enchaînés de 2012;195;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);juin-19;M$ enchaînés de 2012;207.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);juil-19;M$ enchaînés de 2012;194.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);août-19;M$ enchaînés de 2012;189.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);sept-19;M$ enchaînés de 2012;191.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);oct-19;M$ enchaînés de 2012;203.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);nov-19;M$ enchaînés de 2012;202.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);déc-19;M$ enchaînés de 2012;198.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);janv-20;M$ enchaînés de 2012;198.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);févr-20;M$ enchaînés de 2012;187.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);mars-20;M$ enchaînés de 2012;190.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);avr-20;M$ enchaînés de 2012;182.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);mai-20;M$ enchaînés de 2012;205.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);juin-20;M$ enchaînés de 2012;205.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);juil-20;M$ enchaînés de 2012;246.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);août-20;M$ enchaînés de 2012;225.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);sept-20;M$ enchaînés de 2012;208.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);oct-20;M$ enchaînés de 2012;212.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);nov-20;M$ enchaînés de 2012;203.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);déc-20;M$ enchaînés de 2012;208.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);janv-21;M$ enchaînés de 2012;199.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);févr-21;M$ enchaînés de 2012;209.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);mars-21;M$ enchaînés de 2012;207;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);avr-21;M$ enchaînés de 2012;207.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);mai-21;M$ enchaînés de 2012;192.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);juin-21;M$ enchaînés de 2012;183;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);juil-21;M$ enchaînés de 2012;188;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);août-21;M$ enchaînés de 2012;191.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);sept-21;M$ enchaînés de 2012;193.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);oct-21;M$ enchaînés de 2012;203.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits agricoles CAN (411);nov-21;M$ enchaînés de 2012;191.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits pétroliers CAN (412);janv-17;M$ enchaînés de 2012;177;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits pétroliers CAN (412);févr-17;M$ enchaînés de 2012;178.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits pétroliers CAN (412);mars-17;M$ enchaînés de 2012;186.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits pétroliers CAN (412);avr-17;M$ enchaînés de 2012;190.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits pétroliers CAN (412);mai-17;M$ enchaînés de 2012;195.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits pétroliers CAN (412);juin-17;M$ enchaînés de 2012;199.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits pétroliers CAN (412);juil-17;M$ enchaînés de 2012;197.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits pétroliers CAN (412);août-17;M$ enchaînés de 2012;205.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits pétroliers CAN (412);sept-17;M$ enchaînés de 2012;201.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits pétroliers CAN (412);oct-17;M$ enchaînés de 2012;195.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits pétroliers CAN (412);nov-17;M$ enchaînés de 2012;210.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits pétroliers CAN (412);déc-17;M$ enchaînés de 2012;208.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits pétroliers CAN (412);janv-18;M$ enchaînés de 2012;206.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits pétroliers CAN (412);févr-18;M$ enchaînés de 2012;201.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits pétroliers CAN (412);mars-18;M$ enchaînés de 2012;191.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits pétroliers CAN (412);avr-18;M$ enchaînés de 2012;205.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits pétroliers CAN (412);mai-18;M$ enchaînés de 2012;208.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits pétroliers CAN (412);juin-18;M$ enchaînés de 2012;196.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Grossistes-distributeurs de produits pétroliers CAN (412);juil-18;M$ enchaînés de 2012;207.5;
